Net ID,Zone,Start Month,Start Datetime,End Datetime,Start Time,End Time,Method,Lat,Lon,Habitat,Sample Design,Species Code,Count Fish,BURBOT COUNT,Bait type,Bait weight (g),Depth (m),Temp (deg C),Comments/Notes,Set duration
TZ2-1140M,2,7,21/07/22 10:20,21/07/23 11:24,10:20,11:24,CT,54.061277,-124.422379,BT,SR,NA,0,0,RB+WF,NA,7.3,NA,NA,25.07
TZ2-1087M,2,7,21/07/22 10:13,21/07/23 11:17,10:13,11:17,CT,54.060574,-124.430435,BT,SR,CCG,1,0,RB,NA,8.9,NA,NA,25.07
TZ2-1249M,2,7,21/07/22 10:06,21/07/23 11:09,10:06,11:09,CT,54.053912,-124.433128,BT,SR,NA,0,0,RB,NA,6.3,NA,NA,25.05
TZ2-1098M,2,7,21/07/22 09:57,21/07/23 10:58,9:57,10:58,CT,54.051669,-124.435972,BT,SR,NA,0,0,RB,NA,8.9,NA,NA,25.02
TZ2-1124M,2,7,21/07/22 09:47,21/07/23 10:51,9:47,10:51,CT,54.054928,-124.432633,BT,SR,CCG,2,0,RB,NA,8.6,NA,NA,25.07
TZ1-1156M,1,6,21/06/24 12:31,21/06/25 11:55,12:31,11:55,CT,54.07084,-124.66471,BT,SR,NA,0,0,WF+RB,NA,5.7,NA,NA,23.40
TZ1-124,1,6,21/06/24 12:22,21/06/25 12:00,12:22,12:00,CT,54.06966,-124.64897,BT,SR,NA,0,0,WF,NA,8.7,NA,NA,23.63
TZ1-1204,1,6,21/06/24 12:13,21/06/25 12:10,12:13,12:10,CT,54.06076,-124.63878,BT,SR,BB,1,1,WF,NA,6.9,NA,NA,23.95
TZ1-1181,1,6,21/06/24 11:50,21/06/25 09:55,11:50,9:55,CT,54.08656,-124.62644,BT,SR,BB,1,1,WF,NA,4.6,NA,NA,22.08
TZ1-1239,1,6,21/06/24 11:30,21/06/25 09:31,11:30,9:31,CT,54.10176,-124.66391,BT,SR,NA,0,0,WF,NA,6.5,NA,NA,22.02
TZ1-1242M,1,6,21/06/24 11:22,21/06/25 09:44,11:22,9:44,CT,54.10007,-124.65309,BT,SR,BB,1,1,WF,NA,8.5,NA,NA,22.37
TZ1-1027,1,6,21/06/16 16:48,21/06/17 10:49,16:48,10:49,CT,54.07537,-124.62073,BT,SR,RSC,1,0,WF,350,3,NA,NA,18.02
TZ1-1106,1,6,21/06/16 16:40,21/06/17 10:40,16:40,10:40,CT,54.07888,-124.62195,BT,SR,NA,0,0,WF,400,8,NA,NA,18.00
TZ1-0,1,6,21/06/16 16:29,21/06/17 12:00,16:29,12:00,CT,54.06619,-124.64255,BT,SR,CCG,1,0,RB,200,9.5,NA,NA,19.52
TZ1-1076,1,6,21/06/16 16:20,21/06/17 11:50,16:20,11:50,CT,54.07015,-124.6617,BT,SR,CCG,1,0,RB,100,6,NA,NA,19.50
TZ1-1101,1,6,21/06/16 16:01,21/06/17 12:05,16:01,12:05,CT,54.06535,-124.74354,BT,SR,BB,1,1,not recorded,NA,5.5,NA,NA,20.07
TZ4-1123,4,6,21/06/16 15:22,21/06/17 15:50,15:22,15:50,CT,54.07425,-124.80515,BT,SR,BB,1,1,WF,350,3.5,NA,NA,24.47
TZ4-1013,4,6,21/06/16 15:13,21/06/17 16:00,15:13,16:00,CT,54.06814,-124.82152,BT,SR,NA,0,0,WF,125,8,NA,NA,24.78
TZ4-1040,4,6,21/06/16 15:05,21/06/17 15:45,15:05,15:45,CT,54.07198,-124.8351,BT,SR,BB,1,1,RB,350,8,NA,NA,24.67
TZ4-1091M,4,6,21/06/16 14:54,21/06/17 16:33,14:54,16:33,CT,54.06213,-124.8568,BT,SR,NA,0,0,RB,150,6,NA,NA,25.65
TZ4-1166,4,6,21/06/16 14:15,21/06/17 16:03,14:15,16:03,CT,54.06918,-124.82293,BT,SR,BB,1,1,WF,200,6.5,NA,NA,25.80
TZ4-1045M,4,6,21/06/16 14:07,21/06/17 15:41,14:07,15:41,CT,54.07335,-124.8474,BT,SR,NA,0,0,WF,250,9,NA,NA,25.57
TZ4-1149M,4,6,21/06/16 13:54,21/06/17 15:30,13:54,15:30,CT,54.07228,-124.88112,BT,SR,NA,0,0,WF,350,4.4,NA,NA,25.60
TZ4-1113M,4,6,21/06/16 13:45,21/06/17 15:25,13:45,15:25,CT,54.06769,-124.88221,BT,SR,BB,1,1,WF,550,8.5,NA,NA,25.67
TZ4-1105,4,6,21/06/16 13:30,21/06/17 15:15,13:30,15:15,CT,54.06385,-124.89259,BT,SR,NA,0,0,WF,100,5,NA,100m from original site,25.75
TZ1-10,1,6,21/06/15 17:18,21/06/17 10:56,17:18,10:56,CT,54.07043,-124.62123,BT,SR,CCG,1,0,not recorded,NA,1.5,NA,NA,41.63
TZ1-1056,1,6,21/06/15 16:44,21/06/17 11:06,16:44,11:06,CT,54.05876,-124.62503,BT,SR,BB,1,1,not recorded,NA,8.5,NA,NA,42.37
TZ1-1114,1,6,21/06/15 16:31,21/06/17 11:00,16:31,11:00,CT,54.05859,-124.62405,BT,SR,BB,1,1,not recorded,NA,6.4,NA,NA,42.48
TZ1-1101,1,6,21/06/15 16:13,21/06/16 16:00,16:13,16:00,CT,54.06535,-124.64354,BT,SR,NSC,1,0,not recorded,NA,1.2,NA,NA,23.78
1-2678,4,5,21/05/19 18:05,21/05/20 13:45,18:05,13:45,CT,54.08079,-124.835917,BT,SR,BB,1,1,WF,NA,4.9,NA,"""sunk""",19.67
1-2042,4,5,21/05/19 17:55,21/05/20 00:00,17:55,12:00,CT,54.076466,-124.837668,BT,SR,NA,0,0,WF,NA,6.5,NA,NA,6.08
1-91,4,5,21/05/19 17:40,21/05/20 12:55,17:40,12:55,CT,54.058965,-124.897785,BT,SR,NA,0,0,WF,NA,2.1,NA,NA,19.25
1-62,4,5,21/05/19 17:35,21/05/20 12:50,17:35,12:50,CT,54.057986,-124.888633,BT,SR,NA,0,0,WF,NA,7.6,NA,40m away from waypoint,19.25
1-143,4,5,21/05/19 17:25,21/05/20 12:40,17:25,12:40,CT,54.059335,-124.879374,BT,SR,BB,1,1,WF,NA,5.1,NA,"""sunk""",19.25
1-2167,4,5,21/05/19 16:50,21/05/20 13:35,16:50,13:35,CT,54.077151,-124.829887,BT,SR,RB,1,0,WF,NA,2.2,NA,"""sunk""",20.75
1-1535,4,5,21/05/19 16:45,21/05/20 13:15,16:45,13:15,CT,54.072518,-124.814704,BT,SR,NA,0,0,WF,NA,7.9,NA,NA,20.50
1-2289,4,5,21/05/19 16:30,21/05/20 13:40,16:30,13:40,CT,54.078076,-124.832939,BT,SR,NA,0,0,WF,NA,5.5,NA,NA,21.17
1-4310,3,5,21/05/18 18:10,21/05/20 11:25,18:10,11:25,CT,54.092048,-124.795753,BT,SR,NA,0,0,MW,150,2,NA,NA,41.25
1-4298,3,5,21/05/18 18:05,21/05/20 11:45,18:05,11:45,CT,54.092231,-124.814142,BT,SR,BB,1,1,MW,150,7,NA,NA,41.67
1-4746,3,5,21/05/18 17:55,21/05/20 12:20,17:55,12:20,CT,54.096973,-124.841602,BT,SR,NA,0,0,MW,150,3.5,NA,NA,42.42
1-4567,3,5,21/05/18 17:50,21/05/20 12:25,17:50,12:25,CT,54.095196,-124.843175,BT,SR,NA,0,0,MW,150,1,NA,NA,42.58
1-4662,3,5,21/05/18 17:45,21/05/20 12:15,17:45,12:15,CT,54.096049,-124.838549,BT,SR,BB,3,3,MW,150,5,NA,NA,42.50
1-4759,3,5,21/05/18 17:40,21/05/20 11:50,17:40,11:50,CT,54.096783,-124.821666,BT,SR,BB,1,1,MW,150,6.5,NA,NA,42.17
1-5064,3,5,21/05/18 17:35,21/05/20 11:55,17:35,11:55,CT,54.100422,-124.827699,BT,SR,BB,1,1,MW,150,5.5,NA,NA,42.33
1-4832,3,5,21/05/18 17:30,21/05/20 12:07,17:30,12:07,CT,54.097826,-124.836976,BT,SR,BB,1,1,MW,150,5,NA,NA,42.62
1-4914,3,5,21/05/18 17:20,21/05/20 12:05,17:20,12:05,CT,54.098679,-124.832348,BT,SR,NA,0,0,MW,150,5.5,NA,NA,42.75
1-5293,2,5,21/05/17 17:20,NA,17:20,NA,CT,54.10369,-124.70803,BT,SR,NA,NA,0,RB,100,7.5,NA,STOLEN/MISSING,#VALUE!
1-5421,2,5,21/05/17 17:15,21/05/19 10:50,17:15,10:50,CT,54.109774,-124.690963,BT,SR,BB,2,2,RB,250,9.5,NA,fresh bait,41.58
1-5419,2,5,21/05/17 17:00,21/05/19 10:55,17:00,10:55,CT,54.109593,-124.694229,BT,SR,BB,2,2,RB,150,3,NA,fresh bait,41.92
1-5357,2,5,21/05/17 16:50,21/05/19 10:25,16:50,10:25,CT,54.105147,-124.677314,BT,SR,NA,0,0,RB,240,6,NA,fresh bait,41.58
1-5407,2,5,21/05/17 16:40,21/05/19 10:40,16:40,10:40,CT,54.107889,-124.68183,BT,SR,NA,0,0,RB,100,5,NA,fresh bait,42.00
1-4770,2,5,21/05/17 16:30,21/05/19 11:50,16:30,11:50,CT,54.095769,-124.722064,BT,SR,NA,0,0,MW,150,9,NA,fresh bait,43.33
1-4031,2,5,21/05/17 16:20,21/05/19 12:45,16:20,12:45,CT,54.088731,-124.73454,BT,SR,NA,0,0,MW,200,3.5,NA,fresh bait,44.42
1-4771,2,5,21/05/17 16:10,21/05/19 11:44,16:10,11:44,CT,54.095754,-124.720534,BT,SR,BB,3,3,RB,175,10,NA,fresh bait,43.57
1-4323,2,5,21/05/17 16:00,21/05/19 13:00,16:00,13:00,CT,54.091221,-124.71761,BT,SR,BB,3,3,MW,100,9,NA,frozen whitefish bait,45.00
1-2363,2,5,21/05/17 14:40,21/05/18 14:32,14:40,14:32,CT,54.078761,-124.545367,BT,SR,NA,0,0,KO,100,5,NA,NA,23.87
1-2239,2,5,21/05/17 14:30,21/05/18 14:25,14:30,14:25,CT,54.075587,-124.678261,BT,SR,NA,0,0,KO,125,1.5,NA,NA,23.92
1-2624,2,5,21/05/17 14:25,21/05/18 14:30,14:25,14:30,CT,54.078549,-124.693346,BT,SR,NA,0,0,KO,100,9,NA,NA,24.08
1-1988,2,5,21/05/17 14:15,21/05/18 14:55,14:15,14:55,CT,54.07421,-124.716602,BT,SR,NA,0,0,RB,200,10,NA,NA,24.67
1-1871,2,5,21/05/17 14:05,21/05/18 14:50,14:05,14:50,CT,54.073245,-124.710509,BT,SR,BB,1,1,RB,100,2,NA,NA,24.75
1-1733,2,5,21/05/17 14:00,21/05/18 15:00,14:00,15:00,CT,54.072434,-124.718194,BT,SR,NA,0,0,RB,100,1,NA,NA,25.00
1-1460,2,5,21/05/17 13:50,21/05/18 15:05,13:50,15:05,CT,54.071113,-124.701725,BT,SR,NA,0,0,RB,150,1.5,NA,NA,25.25
1-2113,2,5,21/05/17 13:40,21/05/18 14:45,13:40,14:45,CT,54.074992,-124.705858,BT,SR,NA,0,0,RB,175,6.5,NA,NA,25.08
1-1996,2,5,21/05/17 13:30,21/05/18 14:40,13:30,14:40,CT,not recorded,not recorded,BT,SR,BB,1,1,RB,150,2,NA,NA,25.17
1-4292,1,5,21/05/13 17:15,21/05/14 15:50,17:15,15:50,CT,54.089343,-124.625713,BT,SR,NA,0,0,RB,250,2.5,NA,NA,22.58
1-2949,1,5,21/05/13 17:00,21/05/14 16:00,17:00,16:00,CT,54.079467,-124.616797,BT,SR,NA,0,0,RB,150,1.2,NA,NA,23.00
1-2946,1,5,21/05/13 16:30,21/05/14 16:15,16:30,16:15,CT,54.079432,-124.621443,BT,SR,NA,0,0,RB,400,not recorded,NA,NA,23.75
1-2535,1,5,21/05/13 16:10,21/05/14 16:05,16:10,16:05,CT,54.076728,-124.619992,BT,SR,NA,0,0,RB,300,2,NA,in place of 2407,23.92
1-2154,1,5,21/05/13 16:00,21/05/14 16:20,16:00,16:20,CT,54.074215,-124.620322,BT,SR,NA,0,0,RB,550,1.2,NA,100m from original site,24.33
1-1360,1,5,21/05/13 15:50,21/05/14 16:30,15:50,16:30,CT,54.06987,-124.621896,BT,SR,NA,0,0,RB,200,7,NA,Adjusted from original trap location: dragged 170m out to depth 7.0m,24.67
1-1028,1,5,21/05/13 15:15,21/05/14 14:40,15:15,14:40,CT,54.066013,-124.623334,BT,SR,BB,1,1,RB,650,3.5,NA,NA,23.42
1-910,1,5,21/05/13 15:05,21/05/14 14:35,15:05,14:35,CT,54.065321,-124.641829,BT,SR,NA,0,0,RB,1000,6,NA,NA,23.50
1-298,1,5,21/05/13 14:50,21/05/14 14:30,14:50,14:30,CT,54.058984,-124.63591,BT,SR,NA,0,0,RB,500,5.8,NA,NA,23.67
SLIN2,1,5,21/05/13 14:16,21/05/13 15:35,14:16,15:35,SLIN,54.061748,-124.624253,BT,Bait Set,NA,0,0,NA,NA,2-9,NA,"1.5"" mesh",1.32
SLIN1,1,5,21/05/13 13:04,21/05/13 14:10,13:04,14:10,SLIN,54.066178,-124.624426,BT,Bait Set,NA,0,0,NA,NA,1.5-6,NA,"1.5"" mesh",1.10
